*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:32
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-60   60-90  90-120     0-5    5-15   15-30   30-60   60-90  90-120
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2014 141    14     0     0    23.6   14.8    8.8    1.73    1.84    1.53    0.74    0.53    0.53    2.06    2.38    1.54    0.06    0.05    0.05   15.84   14.80    0.00    2.46    0.00   13.38    0.00    0.00    0.00
 2014 142    15     0     0    25.0   15.4    9.6    1.87    1.90    1.59    0.80    0.53    0.54    2.28    2.56    1.77    0.06    0.05    0.04   17.58   15.40    0.00    2.77    0.00   14.81    0.00    0.00    0.00
 2014 143    16     0     0    26.4   16.0   10.4    1.57    1.89    1.74    0.91    0.54    0.55    2.46    2.71    1.99    0.06    0.04    0.04   19.28   16.02    0.00    3.08    0.00   16.21    0.00    0.00    0.00
 2014 144    17     0     0    27.8   16.6   11.1    1.62    1.90    1.83    1.00    0.54    0.55    2.64    2.85    2.18    0.06    0.03    0.03   20.95   16.66    0.00    3.39    0.00   17.56    0.00    0.00    0.00
 2014 145    18     0     0    29.0   17.2   11.8    2.01    1.94    1.84    1.05    0.54    0.55    2.79    2.98    2.35    0.07    0.03    0.03   22.49   17.26    0.00    3.68    0.00   18.81    0.00    0.00    0.00
 2014 146    19     0     0    30.3   18.1   12.2    1.65    1.95    2.04    1.20    0.54    0.55    2.70    3.09    2.50    0.08    0.03    0.03   24.11   18.14    0.01    3.99    0.00   20.11    0.00    0.00    0.00
 2014 147    20     0     0    31.4   18.7   12.7    1.52    1.87    2.08    1.31    0.61    0.55    2.83    3.19    2.64    0.09    0.02    0.02   25.57   18.76    0.03    4.29    0.00   21.29    0.00    0.00    0.00
 2014 148    21     0     0    32.6   19.3   13.3    2.01    1.95    2.08    1.31    0.65    0.56    2.96    3.29    2.77    0.11    0.02    0.02   27.09   19.42    0.06    4.59    0.00   22.50    0.00    0.00    0.00
 2014 149    22     0     0    33.9   20.7   13.3    2.43    2.44    2.20    1.31    0.67    0.56    2.82    3.11    2.88    0.13    0.02    0.02   28.75   20.79    0.07    4.92    0.00   23.83    0.00    0.00    0.00
 2014 150    23     0     0    35.3   21.6   13.7    2.32    2.53    2.43    1.37    0.70    0.56    2.94    3.20    2.99    0.13    0.02    0.02   30.49   21.70    0.07    5.28    0.00   25.20    0.00    0.00    0.00
 2014 151    24     0     0    36.7   22.7   14.0    3.33    2.58    2.49    1.38    0.72    0.55    2.80    3.29    3.10    0.15    0.02    0.01   32.24   22.77    0.08    5.65    0.00   26.58    0.00    0.00    0.00
 2014 152    25     0     0    38.2   25.1   13.1    4.06    3.19    2.98    1.39    0.72    0.55    2.59    3.03    2.88    0.15    0.02    0.01   34.11   25.21    0.08    6.06    0.00   28.06    0.00    0.00    0.00
 2014 153    26     0     0    39.6   26.2   13.5    4.31    3.40    3.20    1.41    0.72    0.56    2.71    3.12    2.97    0.15    0.02    0.01   36.01   26.28    0.08    6.48    0.00   29.53    0.00    0.00    0.00
 2014 154    27     0     0    41.0   28.5   12.5    5.48    3.85    3.60    1.42    0.72    0.56    2.50    2.86    2.76    0.15    0.02    0.01   37.81   28.63    0.08    6.89    0.00   30.91    0.00    0.00    0.00
 2014 155    28     0     0    42.4   30.8   11.6    5.99    4.35    4.09    1.45    0.72    0.56    2.28    2.64    2.56    0.16    0.02    0.01   39.59   30.89    0.08    7.31    0.00   32.28    0.00    0.00    0.00
 2014 156    29     0     0    43.7   32.9   10.8    5.55    5.16    4.63    1.48    0.73    0.56    2.06    2.43    2.39    0.16    0.02    0.01   41.32   33.02    0.08    7.73    0.00   33.59    0.00    0.00    0.00
 2014 157    30     0     0    45.1   33.8   11.2    5.34    5.37    4.87    1.54    0.73    0.56    2.21    2.53    2.48    0.16    0.02    0.01   43.17   33.97    0.08    8.19    0.00   34.98    0.00    0.00    0.00
 2014 158    31     0     0    46.4   35.9   10.6    6.73    5.68    5.14    1.55    0.73    0.56    2.12    2.37    2.31    0.16    0.02    0.01   45.01   36.01    0.08    8.65    0.00   36.36    0.00    0.00    0.00
 2014 159    32     0     0    47.8   37.8   10.0    6.64    6.26    5.64    1.57    0.73    0.56    2.00    2.22    2.17    0.16    0.02    0.01   46.83   37.97    0.08    9.11    0.00   37.72    0.00    0.00    0.00
 2014 160    33     0     0    49.1   39.5    9.7    4.65    6.06    6.32    1.97    0.78    0.56    2.14    2.11    2.06    0.16    0.02    0.01   48.63   39.61    0.08    9.57    0.00   39.06    0.00    0.00    0.00
 2014 161    34     0     0    50.3   40.1   10.2    5.41    5.94    6.10    2.09    0.82    0.56    2.28    2.23    2.16    0.17    0.02    0.01   50.21   40.21    0.08    9.98    0.00   40.23    0.00    0.00    0.00
 2014 162    35    52     2   103.6   40.8   62.8    4.56    5.64    6.25    2.34    0.91    0.56   75.64    2.34    2.26    0.19    0.02    0.01   51.88   40.93    0.08   10.41    0.00   41.48    0.00    0.00    0.00
 2014 163    36    52     2   104.5   45.1   59.4    9.99    5.59    6.09    2.47    0.99    0.56   70.30    2.44    2.36    0.20    0.03    0.01   53.44   45.26    0.08   11.00    0.00   42.44    0.00    0.00    0.00
 2014 164    37    52     2   105.5   49.2   56.3   11.35    5.80    6.16    2.89    1.19    0.56   65.43    2.54    2.44    0.21    0.03    0.01   55.04   49.33    0.09   11.60    0.00   43.44    0.00    0.00    0.00
 2014 165    38    52     2   106.3   52.9   53.4   16.19    5.98    5.94    2.91    1.30    0.55   60.78    2.63    2.52    0.22    0.04    0.01   56.59   53.21    0.22   12.18    0.00   44.41    0.00    0.00    0.00
 2014 166    39    52     2   107.4   60.7   46.7   26.49    6.34    5.87    2.89    1.34    0.55   50.76    2.70    2.59    0.23    0.06    0.01   58.33   61.07    0.26   12.82    0.00   45.51    0.00    0.00    0.00
 2014 167    40    52     2   108.5   68.4   40.1   36.27    6.60    6.10    2.87    1.34    0.55   42.30    2.51    2.42    0.24    0.07    0.01   60.10   68.76    0.26   13.47    0.00   46.63    0.00    0.00    0.00
 2014 168    41    52     2   109.6   75.3   34.3   44.99    6.82    6.29    2.87    1.34    0.55   35.01    2.32    2.25    0.23    0.08    0.01   61.78   75.68    0.26   14.06    0.00   47.71    0.00    0.00    0.00
 2014 169    42    52     2   110.6   81.3   29.4   45.78    9.84    6.72    2.91    1.36    0.55   28.90    2.15    2.11    0.22    0.08    0.01   63.47   81.67    0.26   14.67    0.00   48.80    0.00    0.00    0.00
 2014 170    43    52     2   111.8   84.4   27.4   47.84   10.29    7.10    2.94    1.37    0.55   26.70    2.04    1.99    0.20    0.09    0.01   65.30   84.81    0.26   15.36    0.00   49.94    0.00    0.00    0.00
 2014 171    44    52     2   112.9   89.2   23.6   46.59   13.46    7.64    2.95    1.38    0.55   22.00    1.93    1.88    0.20    0.09    0.01   67.05   89.64    0.26   16.03    0.00   51.03    0.00    0.00    0.00
 2014 172    45    52     2   113.9   91.5   22.4   34.44   17.53    9.38    3.27    1.38    0.55   20.45    2.02    1.80    0.19    0.10    0.01   68.84   91.88    0.26   16.73    0.00   52.11    0.00    0.00    0.00
 2014 173    46    52     2   115.0   93.2   21.8   32.10   18.29    9.87    3.50    1.45    0.55   19.09    2.08    1.89    0.18    0.10    0.01   70.52   93.59    0.26   17.39    0.00   53.12    0.00    0.00    0.00
 2014 174    47    52     2   116.0   94.7   21.2   26.74   18.82   11.06    3.86    1.57    0.55   17.91    2.13    1.98    0.20    0.10    0.01   72.20   95.13    0.26   18.06    0.00   54.14    0.00    0.00    0.00
 2014 175    48    52     2   116.9   96.1   20.8   28.20   18.26   11.05    4.03    1.67    0.55   16.93    2.17    2.04    0.21    0.11    0.01   73.78   96.49    0.26   18.70    0.00   55.08    0.00    0.00    0.00
 2014 176    49    52     2   117.8   97.4   20.4   24.93   18.97   11.65    4.25    1.78    0.55   16.00    2.21    2.10    0.22    0.11    0.01   75.46   97.91    0.34   19.37    0.00   56.09    0.00    0.00    0.00
 2014 177    50    52     2   118.6   98.5   20.0   24.74   18.60   11.90    4.44    1.87    0.55   15.19    2.25    2.15    0.23    0.12    0.01   77.05   99.22    0.55   20.02    0.00   57.04    0.00    0.00    0.00
 2014 178    51    52     2   119.4   99.6   19.7   23.41   18.61   12.27    4.64    1.97    0.54   14.44    2.28    2.19    0.23    0.12    0.01   78.63  100.50    0.70   20.66    0.00   57.98    0.00    0.00    0.00
 2014 179    52    52     2   120.1  100.7   19.4   24.54   18.10   12.31    4.77    2.05    0.54   13.78    2.32    2.22    0.24    0.13    0.01   80.18  101.71    0.88   21.28    0.00   58.89    0.01    0.00    0.00
 2014 180    53    52     2   120.9  101.8   19.1   22.34   18.44   12.78    4.97    2.13    0.54   13.10    2.34    2.25    0.25    0.13    0.01   81.79  102.98    0.96   21.94    0.00   59.85    0.07    0.00    0.00
 2014 181    54    52     2   121.5  102.8   18.7   25.14   17.56   12.61    5.05    2.19    0.54   12.45    2.37    2.27    0.25    0.14    0.01   83.35  104.21    1.10   22.58    0.00   60.77    0.22    0.00    0.00
 2014 182    55    52     2   122.4  104.8   17.6   20.62   17.62   13.77    5.53    2.31    0.57   10.75    2.39    2.29    0.24    0.14    0.01   85.01  106.35    1.11   23.26    0.00   61.76    0.36    0.00    0.00
 2014 183    56    52     2   122.9  105.5   17.4   20.97   17.19   13.55    5.75    2.40    0.61   10.28    2.42    2.30    0.24    0.16    0.01   86.53  107.37    1.32   23.89    0.00   62.65    0.52    0.00    0.00
 2014 184    57    52     2   123.5  106.3   17.2   17.45   16.64   14.17    6.19    2.55    0.67    9.81    2.45    2.31    0.25    0.18    0.01   88.13  108.47    1.43   24.54    0.00   63.59    0.71    0.00    0.00
 2014 185    58    52     2   124.0  107.0   17.0   17.01   16.24   13.97    6.45    2.68    0.73    9.39    2.48    2.32    0.25    0.19    0.01   89.65  109.50    1.65   25.17    0.00   64.49    0.91    0.00    0.00
 2014 186    59    52     2   124.5  107.6   16.9   12.22   14.06   14.15    7.46    3.10    0.90    9.01    2.52    2.33    0.26    0.20    0.01   91.20  110.51    1.83   25.80    0.00   65.40    1.14    0.00    0.00
 2014 187    60    52     2   124.8  108.0   16.8   12.60   13.64   13.68    7.50    3.30    1.06    8.67    2.56    2.34    0.26    0.21    0.01   92.67  111.45    2.21   26.38    0.00   66.29    1.35    0.00    0.00
 2014 188    61    52     2   125.2  108.5   16.8    7.26   10.23   12.74    8.70    4.23    1.55    8.38    2.61    2.35    0.26    0.22    0.01   94.21  112.42    2.50   26.98    0.00   67.23    1.55    0.00    0.00
 2014 189    62    52     2   125.4  108.6   16.8    6.13    8.93   12.00    8.89    4.62    2.00    8.11    2.66    2.37    0.26    0.23    0.02   95.70  113.31    2.98   27.49    0.00   68.20    1.84    0.00    0.00
 2014 190    63    52     2   125.7  108.9   16.8    7.06    8.77   11.47    8.66    4.73    2.33    7.84    2.72    2.40    0.26    0.24    0.04   97.21  114.21    3.41   27.99    0.00   69.22    2.16    0.00    0.00
 2014 191    64    52     2   126.0  109.0   16.9    6.47    8.37   11.30    8.69    4.86    2.52    7.59    2.77    2.43    0.26    0.25    0.06   98.86  115.22    3.66   28.51    0.00   70.35    2.46    0.32    0.00
 2014 192    65    52     2   125.9  108.9   17.0    5.88    7.87   10.91    8.79    5.05    2.67    7.36    2.82    2.46    0.26    0.26    0.08  100.45  116.15    3.96   29.01    0.00   71.44    2.81    0.79    0.00
 2014 193    66    52     2   126.0  108.9   17.1    7.03    7.80   10.46    8.68    5.12    2.76    7.15    2.88    2.49    0.26    0.26    0.10  102.02  117.09    4.25   29.49    0.00   72.53    3.06    1.23    0.00
 2014 194    67    52     2   126.4  109.2   17.2    6.31    7.79   10.41    8.71    5.23    2.84    6.91    2.91    2.52    0.26    0.27    0.12  103.78  118.22    4.40   30.02    0.00   73.75    3.40    1.63    0.00
 2014 195    68    52     2   125.7  108.6   17.2    7.66    7.63    9.95    8.51    5.27    2.92    6.67    2.94    2.54    0.26    0.27    0.14  105.44  119.24    4.60   30.53    0.00   74.92    4.29    2.34    0.00
 2014 196    69    52     2   126.3  110.0   16.3    6.83    7.83   10.12    8.66    5.39    2.97    5.85    2.72    2.55    0.24    0.27    0.15  107.23  121.30    4.61   31.06    0.00   76.17    4.78    2.50    0.00
 2014 197    70    52     2   126.8  110.3   16.5    6.75    7.79    9.89    8.68    5.50    3.04    5.75    2.78    2.59    0.24    0.28    0.17  108.79  122.19    4.72   31.52    0.00   77.27    5.07    2.72    0.00
 2014 198    71    52     2   126.9  110.3   16.6    5.84    7.35    9.80    8.76    5.67    3.15    5.61    2.82    2.61    0.24    0.28    0.18  110.46  123.19    4.80   32.02    0.00   78.44    5.74    3.03    0.00
 2014 199    72    52     2   126.9  110.2   16.7    5.30    7.05    9.52    8.77    5.83    3.27    5.51    2.87    2.64    0.24    0.28    0.20  112.04  124.11    4.95   32.47    0.00   79.57    6.28    3.46    0.00
 2014 200    73    52     2   126.6  109.7   16.8    4.23    6.27    8.95    8.89    6.12    3.48    5.41    2.92    2.67    0.24    0.29    0.21  113.61  125.02    5.11   32.92    0.00   80.69    6.91    4.15    0.00
 2014 201    74    52     2   125.8  108.8   17.0    3.57    5.66    8.49    8.79    6.33    3.70    5.32    2.97    2.71    0.25    0.29    0.22  115.16  125.92    5.48   33.35    0.00   81.81    7.48    5.08    0.00
 2014 202    75    52     2   124.7  107.6   17.1    3.22    5.14    8.03    8.63    6.47    3.90    5.23    3.01    2.74    0.25    0.29    0.23  116.71  126.83    5.86   33.77    0.00   82.93    8.22    6.15    0.00
 2014 203    76    52     2   123.9  106.6   17.3    3.38    5.08    7.76    8.39    6.47    4.03    5.17    3.05    2.78    0.25    0.29    0.24  118.18  127.68    6.24   34.17    0.00   84.02    8.79    7.15    0.00
 2014 204    77    52     2   122.5  105.1   17.4    3.90    5.04    7.52    8.13    6.37    4.08    5.11    3.09    2.80    0.25    0.30    0.25  119.65  128.55    6.52   34.55    0.00   85.09    9.43    8.69    0.00
 2014 205    78    52     2   122.6  105.4   17.1    4.88    5.23    7.56    8.02    6.30    4.09    4.62    3.11    2.82    0.26    0.30    0.25  121.26  129.90    6.57   34.98    0.00   86.28   10.23    8.93    0.00
 2014 206    79    52     2   123.0  106.7   16.3    5.54    5.66    7.87    7.96    6.26    4.09    4.56    2.89    2.61    0.24    0.30    0.26  122.88  131.84    6.58   35.40    0.00   87.48   10.95    8.93    0.00
 2014 207    80    52     2   123.3  108.1   15.2    6.69    6.03    8.11    7.88    6.23    4.09    4.13    2.69    2.43    0.22    0.27    0.27  124.47  134.03    6.59   35.82    0.00   88.64   11.83    8.93    0.00
 2014 208    81    86     3   157.8  109.5   48.2    5.67    6.68    8.53    7.94    6.23    4.10   51.64    2.52    2.28    0.21    0.26    0.27  125.97  136.02    6.59   36.23    0.00   89.74   12.46    8.93    0.00
 2014 209    82    86     3   157.8  111.3   46.5    6.76    6.48    8.66    8.06    6.31    4.13   49.08    2.58    2.33    0.20    0.24    0.28  127.50  138.49    6.60   36.73    0.00   90.77   13.39    9.02    0.00
 2014 210    83    86     3   157.5  112.7   44.8    9.11    6.46    8.50    8.02    6.35    4.16   46.43    2.63    2.37    0.20    0.23    0.28  128.94  140.84    6.60   37.20    0.00   91.74   14.52    9.14    0.00
 2014 211    84    86     3   157.4  113.9   43.4   11.27    6.49    8.38    7.97    6.34    4.20   44.21    2.68    2.42    0.21    0.23    0.29  130.44  142.98    6.60   37.68    0.00   92.75   15.28    9.49    0.00
 2014 212    85    86     3   157.3  118.2   39.1   13.44    7.40    8.67    8.04    6.42    4.25   38.26    2.53    2.45    0.21    0.22    0.29  132.01  148.16    6.60   38.20    0.00   93.81   16.26    9.65    0.00
 2014 213    86    86     3   156.7  118.6   38.1    9.45    7.53    8.60    8.31    6.69    4.44   36.58    2.59    2.49    0.22    0.22    0.30  133.38  149.85    6.67   38.64    0.00   94.74   17.09   10.28    0.00
 2014 214    87    86     3   154.5  117.3   37.2   11.01    7.32    8.21    8.00    6.61    4.55   34.93    2.64    2.54    0.22    0.23    0.30  134.70  151.48    6.89   39.06    0.00   95.64   18.10   12.18    0.00
 2014 215    88    86     3   153.9  119.9   34.0   14.74    7.64    8.21    7.89    6.58    4.57   30.29    2.68    2.56    0.23    0.23    0.30  136.21  155.35    6.95   39.53    0.00   96.67   19.39   12.41    0.00
 2014 216    89    86     3   153.3  120.3   33.1   16.29    7.69    8.21    7.78    6.51    4.55   28.76    2.71    2.58    0.23    0.24    0.31  137.71  157.05    6.96   40.00    0.00   97.71   20.85   12.55    0.00
 2014 217    90    86     3   153.3  123.5   29.7   18.04    8.74    8.57    7.79    6.48    4.53   25.01    2.54    2.42    0.22    0.23    0.31  139.24  161.24    6.97   40.48    0.00   98.76   21.96   12.55    0.00
 2014 218    91    86     3   153.0  124.2   28.8   17.92    9.16    8.68    7.80    6.44    4.53   23.87    2.58    2.45    0.20    0.21    0.29  140.74  162.94    6.97   40.95    0.00   99.79   23.24   12.55    0.00
 2014 219    92    86     3   152.2  124.2   27.9   11.16    9.53    9.40    8.14    6.65    4.64   22.72    2.61    2.47    0.19    0.20    0.27  142.25  164.61    6.97   41.43    0.00  100.82   24.81   12.84    0.00
 2014 220    93    86     3   150.7  123.5   27.3   10.72    9.49    9.26    8.04    6.67    4.70   21.55    2.64    2.49    0.20    0.21    0.27  143.61  165.91    6.97   41.86    0.00  101.75   26.72   13.29    0.00
 2014 221    94    86     3   150.0  123.2   26.8   11.31    9.29    9.15    7.96    6.65    4.74   20.63    2.67    2.52    0.21    0.22    0.28  144.98  167.12    6.97   42.29    0.00  102.69   27.96   13.78    0.00
 2014 222    95    86     3   148.2  122.1   26.1   12.74    9.09    8.96    7.79    6.53    4.70   19.48    2.69    2.53    0.21    0.22    0.28  146.48  168.55    7.04   42.76    0.00  103.72   29.98   14.49    0.00
 2014 223    96    86     3   147.5  123.9   23.6   10.20    9.27    9.80    8.03    6.63    4.74   16.89    2.51    2.36    0.20    0.21    0.29  148.06  171.96    7.04   43.25    0.00  104.81   31.49   14.78    0.00
 2014 224    97    86     3   146.2  123.0   23.2   10.53    9.08    9.51    7.97    6.62    4.75   16.11    2.55    2.39    0.20    0.22    0.29  149.42  173.03    7.04   43.67    0.00  105.75   33.36   15.12    0.00
 2014 225    98    86     3   145.4  122.4   23.0    6.50    8.21    9.52    8.35    6.88    4.93   15.56    2.59    2.42    0.21    0.22    0.30  150.82  174.08    7.06   44.11    0.00  106.72   34.23   15.97    0.00
 2014 226    99    86     3   142.4  119.8   22.5    4.96    7.01    9.01    8.38    7.01    5.08   14.75    2.61    2.44    0.22    0.23    0.30  152.19  175.14    7.09   44.52    0.00  107.67   36.89   17.26    0.00
 2014 227   100    86     3   139.4  117.3   22.1    4.51    6.33    8.65    8.21    6.99    5.15   13.98    2.64    2.46    0.22    0.23    0.30  153.57  176.22    7.14   44.93    0.00  108.64   39.38   18.66    0.00
 2014 228   101    86     3   136.7  114.9   21.9    3.89    5.66    8.19    8.11    7.00    5.23   13.35    2.68    2.49    0.22    0.24    0.31  154.96  177.25    7.52   45.33    0.00  109.63   41.22   20.11    0.00
 2014 229   102    86     3   134.1  112.5   21.6    4.25    5.51    7.85    7.86    6.87    5.22   12.74    2.71    2.51    0.23    0.24    0.31  156.34  178.26    7.89   45.71    0.00  110.63   43.23   21.33    0.00
 2014 230   103    86     3   131.9  110.5   21.3    3.95    5.37    7.68    7.70    6.77    5.18   12.21    2.74    2.54    0.23    0.25    0.31  157.77  179.28    8.15   46.11    0.00  111.66   45.25   22.33    0.00
 2014 231   104    86     3   127.7  106.8   20.8    3.31    4.77    7.30    7.54    6.65    5.10   11.49    2.74    2.52    0.24    0.25    0.32  159.19  180.30    8.35   46.50    0.00  112.70   49.36   23.25    0.00
 2014 232   105    86     3   124.4  103.8   20.6    2.73    4.25    6.78    7.39    6.61    5.10   10.95    2.75    2.54    0.24    0.26    0.32  160.50  181.18    8.61   46.84    0.00  113.66   52.33   24.31    0.00
 2014 233   106    86     3   121.1  100.8   20.3    2.57    3.97    6.43    7.13    6.50    5.08   10.46    2.76    2.55    0.25    0.26    0.32  161.80  182.05    8.89   47.18    0.00  114.63   55.17   25.38    0.00
 2014 234   107    86     3   117.7   97.7   20.0    2.72    3.83    6.11    6.85    6.31    4.98    9.93    2.77    2.56    0.25    0.26    0.32  163.15  182.94    9.13   47.51    0.00  115.64   58.51   26.27    0.00
 2014 235   108    86     3   115.4   95.6   19.8    2.83    3.77    5.94    6.66    6.17    4.91    9.53    2.79    2.57    0.25    0.27    0.33  164.53  183.85    9.31   47.85    0.00  116.67   60.90   26.97    0.00
 2014 236   109    86     3   112.8   93.2   19.6    2.01    3.23    5.53    6.60    6.18    4.92    9.12    2.81    2.58    0.26    0.27    0.33  165.92  184.77    9.43   48.20    0.00  117.73   63.59   27.87    0.00
 2014 237   110    86     3   108.8   89.5   19.3    1.62    2.68    4.89    6.34    6.14    4.94    8.65    2.81    2.58    0.26    0.27    0.33  167.32  185.66    9.66   48.52    0.00  118.79   67.09   29.14    0.00
 2014 238   111    86     3   105.2   86.1   19.1    1.61    2.50    4.60    5.97    5.94    4.89    8.22    2.83    2.59    0.27    0.28    0.33  168.70  186.52    9.94   48.84    0.00  119.87   70.24   30.42    0.00
 2014 239   112    86     3   103.3   84.1   19.2    1.68    2.47    4.42    5.75    5.81    4.86    7.97    2.89    2.63    0.27    0.28    0.33  170.06  187.34   10.21   49.14    0.00  120.93   71.77   31.59    0.00
 2014 240   113    86     3    99.8   80.9   18.9    1.85    2.45    4.25    5.48    5.56    4.70    7.55    2.89    2.62    0.28    0.29    0.34  171.53  188.27   10.39   49.46    0.00  122.07   75.43   32.42    0.00
 2014 241   114    86     3    97.1   78.4   18.7    1.56    2.26    4.07    5.32    5.44    4.60    7.18    2.90    2.63    0.28    0.29    0.34  173.12  189.28   10.50   49.81    0.00  123.32   78.47   33.15    0.00
 2014 242   115    86     3    95.1   76.5   18.7    1.38    2.10    3.81    5.15    5.38    4.59    6.93    2.94    2.66    0.29    0.29    0.34  174.57  190.15   10.66   50.11    0.00  124.46   80.58   34.00    0.00
 2014 243   116    86     3    92.9   74.2   18.6    1.32    2.01    3.63    4.93    5.25    4.54    6.66    2.97    2.69    0.29    0.30    0.34  176.05  191.03   10.85   50.42    0.00  125.63   82.92   34.90    0.00
 2014 244   117    86     3    90.5   71.9   18.6    1.23    1.90    3.43    4.73    5.12    4.48    6.41    3.00    2.71    0.30    0.30    0.34  177.58  191.93   11.04   50.74    0.00  126.84   85.35   35.85    0.00
 2014 245   118    86     3    88.6   70.0   18.6    1.40    1.92    3.32    4.53    4.96    4.41    6.19    3.03    2.75    0.30    0.30    0.34  179.07  192.80   11.22   51.04    0.00  128.03   87.45   36.67    0.00
 2014 246   119    86     3    86.9   68.4   18.6    1.52    1.99    3.29    4.38    4.81    4.30    5.98    3.05    2.77    0.31    0.31    0.35  180.64  193.75   11.34   51.36    0.00  129.28   89.66   37.26    0.00
 2014 247   120    86     3    85.9   67.3   18.6    1.66    2.07    3.32    4.27    4.69    4.21    5.81    3.07    2.80    0.31    0.31    0.35  182.22  194.72   11.42   51.68    0.00  130.55   91.52   37.66    0.00
