*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.7.2.000 -release      OCT 15, 2021; 17:59:35
                                                                                
*RUN   1        :             CSM335_date_1 MZCER047 ITSA1301    1              
 MODEL          : MZCER047 - Maize                                              
 EXPERIMENT     : ITSA1301 SG CALIBRATION SETUP OF SORGHUM SOWING DATES         
 DATA PATH      :                                                               
 TREATMENT  1   :             CSM335_date_1 MZCER047                            
  
!                                                    NO3 (ppm) by soil depth (cm):                   NH4 (ppm) by soil depth (cm):
!                                                     0-5    5-15   15-30   30-53   53-77  77-100     0-5    5-15   15-30   30-53   53-77  77-100
@YEAR DOY   DAS  NAPC  NI#M    NIAD   NITD   NHTD    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDFC
 2014 327    47    18     1    19.9   14.0    5.9    0.91    1.06    1.40    0.89    0.82    1.03    1.16    1.18    1.17    0.11    0.10    0.10   68.80   72.63    0.08    8.40    0.00   60.40   58.19    8.03    0.00
 2014 328    48    18     1    17.4   11.7    5.7    0.91    0.97    1.23    0.70    0.65    0.83    1.12    1.12    1.12    0.11    0.10    0.10   70.02   73.36    0.08    8.50    0.00   61.52   61.83    8.03    0.00
 2014 329    49    64     2    59.6    8.3   51.3    0.57    0.83    0.98    0.46    0.42    0.56   66.74    1.01    1.01    0.11    0.10    0.10   71.17   74.02    0.08    8.60    0.00   62.57   66.72    8.03    0.00
 2014 330    50    64     2    56.3   15.7   40.5   11.02    0.93    1.06    0.44    0.41    0.54   51.15    1.10    1.05    0.11    0.10    0.10   72.45   82.07    0.08    8.79    0.00   63.66   71.07    8.03    0.00
 2014 331    51    64     2    53.9   21.1   32.7   17.81    1.35    1.14    0.43    0.40    0.52   39.77    1.17    1.08    0.11    0.10    0.10   73.72   88.49    0.08    8.96    0.00   64.76   74.54    8.03    0.00
 2014 332    52    64     2    51.8   24.8   27.0   22.58    1.54    1.22    0.42    0.39    0.50   31.46    1.22    1.11    0.11    0.10    0.10   74.91   93.42    0.08    9.12    0.00   65.78   77.58    8.03    0.00
 2014 333    53    64     2    48.5   26.3   22.2    9.78    7.71    1.53    0.82    0.37    0.48   24.55    1.23    1.10    0.10    0.10    0.10   75.98   97.06    0.08    9.27    0.00   66.71   81.85    8.03    0.00
 2014 334    54    64     2    44.8   26.6   18.3   10.53    5.91    2.17    0.99    0.49    0.47   18.91    1.17    1.14    0.11    0.10    0.10   77.21  100.16    0.08    9.41    0.00   67.80   86.39    8.22    0.00
 2014 335    55    64     2    43.7   27.6   16.1   11.47    5.49    2.49    1.06    0.52    0.47   15.65    1.18    1.19    0.11    0.10    0.10   78.42  102.63    0.08    9.56    0.00   68.86   88.45    8.31    0.00
 2014 336    56    64     2    39.0   25.8   13.2   11.95    4.81    2.30    0.92    0.46    0.42   11.68    1.14    1.17    0.11    0.10    0.10   79.63  104.72    0.08    9.70    0.00   69.93   94.21    8.31    0.00
 2014 337    57    64     2    36.6   25.1   11.5    7.98    5.65    2.87    0.88    0.43    0.40    9.29    1.14    1.16    0.11    0.10    0.10   80.81  106.48    0.08    9.84    0.00   70.97   97.62    8.31    0.00
 2014 338    58    64     2    35.5   25.0   10.4    7.29    5.34    3.20    0.96    0.42    0.39    7.60    1.15    1.19    0.11    0.10    0.10   82.02  108.10    0.08    9.98    0.00   72.04   99.86    8.31    0.00
 2014 339    59    64     2    33.8   24.3    9.5    6.81    4.96    3.25    0.98    0.42    0.37    6.18    1.14    1.20    0.11    0.10    0.10   83.22  109.51    0.08   10.12    0.00   73.10  102.62    8.31    0.00
 2014 340    60    64     2    28.0   20.0    7.9    5.96    3.97    2.71    0.77    0.34    0.31    4.38    1.07    1.12    0.11    0.10    0.10   84.45  110.71    0.08   10.26    0.00   74.19  109.50    8.31    0.00
 2014 341    61    64     2    21.9   15.2    6.6    4.84    2.89    2.05    0.55    0.26    0.26    3.01    0.98    1.02    0.11    0.10    0.10   85.59  111.63    0.08   10.39    0.00   75.21  116.60    8.31    0.00
 2014 342    62    64     2    17.4   11.6    5.7    3.75    2.06    1.52    0.36    0.27    0.27    2.16    0.91    0.93    0.11    0.10    0.10   86.65  112.40    0.08   10.49    0.00   76.16  122.06    8.31    0.00
 2014 343    63    64     2    13.8    8.7    5.0    2.50    1.56    1.05    0.27    0.27    0.27    1.65    0.82    0.84    0.11    0.10    0.10   87.61  113.07    0.08   10.58    0.00   77.03  126.48    8.31    0.00
 2014 344    64    64     2    11.3    6.8    4.5    1.00    1.22    0.84    0.27    0.27    0.27    1.13    0.78    0.78    0.10    0.10    0.10   88.62  113.72    0.08   10.67    0.00   77.95  129.92    8.31    0.00
 2014 345    65    64     2     9.7    5.4    4.3    0.56    0.68    0.68    0.27    0.27    0.27    0.91    0.79    0.75    0.10    0.10    0.10   89.73  114.32    0.08   10.76    0.00   78.96  132.53    8.31    0.00
 2014 346    66    64     2     8.8    4.7    4.2    0.38    0.44    0.56    0.27    0.27    0.27    0.85    0.79    0.73    0.10    0.10    0.09   90.79  114.88    0.08   10.85    0.00   79.94  134.34    8.31    0.00
 2014 347    67    64     2     8.4    4.3    4.1    0.36    0.35    0.48    0.26    0.26    0.26    0.82    0.78    0.71    0.10    0.10    0.09   91.76  115.40    0.08   10.93    0.00   80.83  135.62    8.31    0.00
 2014 348    68    64     2     8.2    4.2    4.0    0.35    0.34    0.43    0.26    0.26    0.26    0.80    0.75    0.69    0.10    0.10    0.09   92.56  115.88    0.08   11.00    0.00   81.56  136.58    8.31    0.00
 2014 349    69    64     2     8.0    4.1    3.9    0.33    0.33    0.40    0.26    0.26    0.26    0.79    0.73    0.67    0.10    0.09    0.09   93.24  116.33    0.08   11.05    0.00   82.19  137.37    8.31    0.00
 2014 350    70    64     2     7.9    4.1    3.8    0.34    0.33    0.38    0.26    0.26    0.26    0.79    0.70    0.66    0.10    0.09    0.09   93.85  116.77    0.08   11.10    0.00   82.75  138.04    8.31    0.00
 2014 351    71    64     2     7.8    4.1    3.8    0.36    0.32    0.37    0.26    0.26    0.26    0.79    0.68    0.65    0.09    0.09    0.09   94.41  117.19    0.08   11.15    0.00   83.26  138.64    8.31    0.00
 2014 352    72    64     2     7.8    4.1    3.7    0.37    0.33    0.37    0.26    0.26    0.26    0.78    0.66    0.64    0.09    0.09    0.09   94.94  117.60    0.08   11.19    0.00   83.75  139.20    8.31    0.00
 2014 353    73    64     2     7.7    4.1    3.6    0.39    0.33    0.37    0.26    0.26    0.26    0.78    0.64    0.62    0.09    0.09    0.09   95.41  117.98    0.08   11.23    0.00   84.18  139.70    8.31    0.00
 2014 354    74    64     2     7.6    4.1    3.6    0.34    0.37    0.37    0.26    0.26    0.26    0.78    0.63    0.61    0.09    0.09    0.09   95.82  118.34    0.08   11.27    0.00   84.55  140.12    8.31    0.00
 2014 355    75    64     2     7.6    4.1    3.5    0.35    0.36    0.37    0.26    0.26    0.26    0.79    0.63    0.60    0.08    0.08    0.09   96.39  118.72    0.08   11.32    0.00   85.07  140.69    8.31    0.00
 2014 356    76    64     2     7.5    4.1    3.5    0.35    0.34    0.37    0.26    0.26    0.26    0.78    0.63    0.58    0.08    0.08    0.08   96.90  119.09    0.08   11.36    0.00   85.54  141.23    8.31    0.00
 2014 357    77    64     2     7.4    4.0    3.4    0.34    0.33    0.38    0.26    0.26    0.26    0.78    0.62    0.57    0.08    0.08    0.08   97.33  119.43    0.08   11.40    0.00   85.93  141.70    8.31    0.00
 2014 358    78    64     2     7.4    4.1    3.3    0.35    0.33    0.39    0.26    0.26    0.26    0.77    0.61    0.56    0.08    0.08    0.08   97.70  119.75    0.08   11.43    0.00   86.27  142.08    8.31    0.00
 2014 359    79    64     2     7.4    4.1    3.3    0.37    0.34    0.39    0.26    0.26    0.26    0.77    0.60    0.55    0.08    0.08    0.08   98.02  120.05    0.08   11.46    0.00   86.56  142.40    8.31    0.00
 2014 360    80    64     2     7.3    4.1    3.2    0.33    0.34    0.40    0.26    0.26    0.26    0.76    0.59    0.54    0.07    0.07    0.08   98.36  120.34    0.08   11.49    0.00   86.87  142.80    8.31    0.00
 2014 361    81    64     2     7.2    4.1    3.1    0.35    0.34    0.40    0.26    0.26    0.26    0.76    0.57    0.52    0.07    0.07    0.07   98.63  120.60    0.08   11.51    0.00   87.12  143.07    8.31    0.00
 2014 362    82    64     2     7.2    4.2    3.1    0.39    0.36    0.42    0.26    0.26    0.26    0.76    0.55    0.51    0.07    0.07    0.07   98.84  120.85    0.08   11.53    0.00   87.31  143.27    8.31    0.00
 2014 363    83    64     2     7.2    4.3    3.0    0.45    0.37    0.43    0.26    0.26    0.26    0.77    0.53    0.49    0.07    0.07    0.07   99.02  121.09    0.08   11.55    0.00   87.47  143.42    8.31    0.00
 2014 364    84    64     2     7.2    4.4    2.9    0.50    0.40    0.45    0.26    0.26    0.26    0.77    0.51    0.47    0.06    0.07    0.07   99.16  121.32    0.08   11.56    0.00   87.59  143.54    8.31    0.00
 2014 365    85    64     2     7.2    4.5    2.8    0.56    0.42    0.48    0.26    0.26    0.26    0.76    0.48    0.44    0.06    0.06    0.07   99.27  121.55    0.08   11.57    0.00   87.70  143.64    8.31    0.00
 2015 001    86    64     2     7.3    4.6    2.6    0.61    0.45    0.50    0.26    0.26    0.26    0.75    0.45    0.42    0.06    0.06    0.06   99.38  121.77    0.08   11.59    0.00   87.80  143.73    8.31    0.00
 2015 002    87    64     2     7.3    4.8    2.5    0.66    0.48    0.53    0.26    0.26    0.26    0.74    0.43    0.39    0.06    0.06    0.06   99.48  121.97    0.08   11.60    0.00   87.89  143.73    8.31    0.00
 2015 003    88    64     2     7.4    5.0    2.4    0.71    0.51    0.56    0.27    0.27    0.27    0.72    0.40    0.37    0.06    0.06    0.06   99.57  122.16    0.08   11.60    0.00   87.97  143.73    8.31    0.00
 2015 004    89    64     2     7.5    5.2    2.3    0.75    0.54    0.59    0.27    0.27    0.27    0.70    0.38    0.36    0.05    0.05    0.06   99.66  122.34    0.08   11.61    0.00   88.04  143.73    8.31    0.00
 2015 005    90    64     2     7.7    5.4    2.3    0.85    0.57    0.61    0.28    0.28    0.28    0.77    0.36    0.34    0.05    0.05    0.05   99.84  122.54    0.08   11.63    0.00   88.21  143.73    8.31    0.00
 2015 006    91    64     2     7.8    5.6    2.2    0.92    0.59    0.64    0.28    0.28    0.28    0.77    0.34    0.32    0.05    0.05    0.05   99.96  122.73    0.08   11.64    0.00   88.32  143.73    8.31    0.00
 2015 007    92    64     2     7.9    5.7    2.1    0.98    0.62    0.66    0.28    0.29    0.29    0.77    0.33    0.31    0.05    0.05    0.05  100.06  122.89    0.08   11.65    0.00   88.41  143.73    8.31    0.00
 2015 008    93    64     2     7.9    5.9    2.0    1.03    0.64    0.68    0.29    0.29    0.29    0.76    0.31    0.29    0.04    0.05    0.05  100.16  123.05    0.08   11.66    0.00   88.49  143.73    8.31    0.00
 2015 009    94    64     2     8.0    6.0    2.0    1.09    0.66    0.70    0.29    0.29    0.30    0.75    0.30    0.28    0.04    0.05    0.05  100.24  123.20    0.08   11.67    0.00   88.57  143.73    8.31    0.00
 2015 010    95    64     2     8.1    6.2    1.9    0.78    0.85    0.72    0.29    0.30    0.30    0.73    0.29    0.27    0.04    0.04    0.05  100.32  123.33    0.08   11.68    0.00   88.64  143.73    8.31    0.00
 2015 011    96    64     2     8.4    6.4    2.0    0.55    1.03    0.76    0.30    0.30    0.30    0.86    0.30    0.26    0.04    0.04    0.04  100.62  123.53    0.08   11.71    0.00   88.91  143.73    8.31    0.00
 2015 012    97    64     2     8.9    6.6    2.3    0.60    1.00    0.87    0.30    0.30    0.31    0.93    0.52    0.25    0.04    0.04    0.04  101.25  123.79    0.08   11.77    0.00   89.48  143.73    8.31    0.00
 2015 013    98    64     2     9.6    7.0    2.6    0.72    1.04    0.95    0.30    0.31    0.31    1.00    0.69    0.28    0.04    0.04    0.04  101.99  124.12    0.08   11.84    0.00   90.15  143.73    8.31    0.00
 2015 014    99    64     2    10.3    7.3    2.9    0.94    1.14    0.97    0.30    0.31    0.31    1.08    0.79    0.34    0.03    0.04    0.04  102.73  124.48    0.08   11.91    0.00   90.82  143.73    8.31    0.00
 2015 015   100    64     2    10.8    7.7    3.1    1.18    1.23    0.99    0.30    0.31    0.32    1.12    0.83    0.38    0.03    0.04    0.04  103.30  124.83    0.08   11.97    0.00   91.33  143.73    8.31    0.00
 2015 016   101    64     2    11.1    8.0    3.2    1.31    1.31    1.03    0.31    0.31    0.32    1.13    0.83    0.41    0.03    0.04    0.04  103.72  125.15    0.08   12.01    0.00   91.71  143.73    8.31    0.00
 2015 017   102    64     2    11.4    8.3    3.1    1.42    1.38    1.06    0.31    0.32    0.32    1.11    0.80    0.43    0.03    0.03    0.04  103.99  125.43    0.08   12.04    0.00   91.95  143.73    8.31    0.00
 2015 018   103    64     2    11.6    8.5    3.0    1.53    1.44    1.10    0.31    0.32    0.33    1.08    0.76    0.43    0.03    0.03    0.04  104.20  125.70    0.08   12.06    0.00   92.14  143.73    8.31    0.00
 2015 019   104    64     2    11.7    8.8    2.9    1.65    1.51    1.14    0.31    0.32    0.33    1.06    0.72    0.42    0.03    0.03    0.03  104.39  125.98    0.08   12.08    0.00   92.31  143.73    8.31    0.00
 2015 020   105    64     2    11.9    9.1    2.8    0.42    1.39    1.74    0.32    0.32    0.33    1.04    0.67    0.40    0.03    0.03    0.03  104.54  126.24    0.08   12.10    0.00   92.44  143.73    8.31    0.00
 2015 021   106    64     2    12.6    9.5    3.1    0.56    1.23    2.00    0.32    0.33    0.33    1.06    0.80    0.48    0.02    0.03    0.03  105.41  126.68    0.08   12.18    0.00   93.23  143.73    8.31    0.00
 2015 022   107    64     2    13.7   10.0    3.6    0.59    1.24    2.14    0.37    0.33    0.34    1.10    0.91    0.62    0.02    0.03    0.03  106.55  127.21    0.08   12.30    0.00   94.25  143.73    8.31    0.00
 2015 023   108    64     2    14.7   10.6    4.1    0.72    1.29    2.22    0.45    0.33    0.34    1.12    0.99    0.77    0.02    0.03    0.03  107.68  127.80    0.08   12.43    0.00   95.25  143.73    8.31    0.00
 2015 024   109    64     2    15.7   11.3    4.4    0.88    1.43    2.38    0.45    0.33    0.34    1.16    1.07    0.87    0.02    0.03    0.03  108.79  128.45    0.08   12.55    0.00   96.25  143.73    8.31    0.00
 2015 025   110    64     2    16.6   11.9    4.7    1.03    1.58    2.54    0.45    0.33    0.34    1.19    1.12    0.96    0.02    0.03    0.03  109.87  129.13    0.08   12.67    0.00   97.21  143.73    8.31    0.00
 2015 026   111    64     2    17.5   12.6    4.9    1.23    1.78    2.67    0.45    0.33    0.34    1.22    1.17    1.03    0.02    0.02    0.03  110.91  129.82    0.08   12.78    0.00   98.12  143.73    8.31    0.00
 2015 027   112    64     2    18.3   13.3    5.0    1.54    1.95    2.78    0.45    0.33    0.34    1.24    1.19    1.07    0.02    0.02    0.03  111.84  130.53    0.08   12.89    0.00   98.95  143.73    8.31    0.00
 2015 028   113    64     2    19.0   14.0    5.0    1.73    2.11    2.92    0.45    0.34    0.35    1.24    1.19    1.08    0.02    0.02    0.03  112.62  131.21    0.08   12.98    0.00   99.64  143.73    8.31    0.00
 2015 029   114    64     2    19.6   14.6    5.0    1.90    2.26    3.05    0.45    0.34    0.35    1.22    1.16    1.06    0.02    0.02    0.03  113.22  131.82    0.08   13.05    0.00  100.17  143.73    8.31    0.00
 2015 030   115    64     2    20.0   15.2    4.8    2.05    2.38    3.17    0.46    0.34    0.35    1.20    1.12    1.03    0.02    0.02    0.03  113.69  132.38    0.08   13.11    0.00  100.59  143.73    8.31    0.00
 2015 031   116    64     2    20.3   15.7    4.6    2.20    2.50    3.28    0.46    0.34    0.35    1.16    1.06    0.99    0.02    0.02    0.02  114.05  132.90    0.08   13.15    0.00  100.90  143.73    8.31    0.00
 2015 032   117    64     2    20.5   16.1    4.3    2.34    2.60    3.37    0.46    0.34    0.35    1.13    0.99    0.93    0.02    0.02    0.02  114.28  133.36    0.08   13.17    0.00  101.10  143.73    8.31    0.00
 2015 033   118    64     2    20.6   16.5    4.1    2.46    2.69    3.46    0.46    0.35    0.36    1.09    0.92    0.87    0.02    0.02    0.02  114.45  133.77    0.08   13.20    0.00  101.26  143.73    8.31    0.00
 2015 034   119    64     2    20.7   16.9    3.8    2.58    2.76    3.53    0.46    0.35    0.36    1.05    0.85    0.81    0.02    0.02    0.02  114.59  134.14    0.08   13.21    0.00  101.38  143.73    8.31    0.00
 2015 035   120    64     2    20.8   17.2    3.6    2.69    2.83    3.60    0.47    0.35    0.36    1.01    0.79    0.75    0.02    0.02    0.02  114.69  134.47    0.08   13.22    0.00  101.47  143.73    8.31    0.00
